c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
563,Customer#000000563,Z98oZLTO5N1HYXjyzNGJOokEIJm,12,22-544-152-1215,3231.71,FURNITURE,accounts boost according to the carefully regular foxes. carefully even
564,Customer#000000564,BbacCSWI5F,4,14-865-332-8571,6307.59,MACHINERY,"ess deposits was along the silent, regula"
565,Customer#000000565,kop3qDx0ZMcU1XiuDjliU3EmpLxYT8v,4,14-798-211-2891,2688.88,FURNITURE,uests. silent deposits are quickly th
566,Customer#000000566,WdENejv7BlTyHTcSYXUXuOqUmgV2J0x4,24,34-443-780-3708,1928.10,FURNITURE,"requests. final, unusual packages sublate upon the instructions"
567,Customer#000000567,hdmUEC4URiL7H5d,21,31-389-883-3371,8475.17,BUILDING,tructions. blithely special packages after the blithe
568,Customer#000000568,2NN5oEsMqp87pK5YkwGweyvR0hcjjBfmYkmgJs,13,23-603-795-8611,1317.56,BUILDING,", regular pinto beans despite the slyly special requests "
569,Customer#000000569,"hGY,aWjItzIObBeGfUBd7133xn",2,12-648-567-6776,-795.23,MACHINERY,onic instructions boost. fluffily express packages are fluffily. 
570,Customer#000000570,"02C,bVE0zINrZ054QOb3ZOOniu4lCFIU9",15,25-264-442-3057,8480.87,AUTOMOBILE,sts use fluffily. regular platelets integrate furiously. slyly final platelets about
571,Customer#000000571,Ko nnAeskJ QU0VhW k3b,2,12-115-414-4819,8993.23,HOUSEHOLD,"silent, brave ideas after the blithely ironic accounts b"
572,Customer#000000572,eLW2AQWRpAlGsEEzLU,11,21-425-209-5033,7252.65,AUTOMOBILE,cies haggle furiously furiously silent packages. furi
573,Customer#000000573,qmFxjUIyTH7O4APsydfPfigH6SJ DfUg,4,14-354-826-9743,2333.96,HOUSEHOLD,nic pinto beans are furiously along the quickly fina
574,Customer#000000574,"AQy5fOEB,T0",8,18-676-218-1058,9787.56,FURNITURE,ously regular asymptotes integrate furiously along the blithely final instructions. t
575,Customer#000000575,"XgUJ,C2j0PLYl8VP2f0ABMHJwCTmL7GpH9HN5bGA",1,11-980-134-7627,3652.29,BUILDING,"lithely even, ironic deposits; unusual packages haggle a"
576,Customer#000000576,"iiT1iYp9 GzW,xx7EKrCu1oXBbYF8UW8D8kg",1,11-777-499-8213,2091.63,HOUSEHOLD, beans was. carefully bold requests hang 
577,Customer#000000577,RTX88BYOIBUoSD8tNEEzPB1tfp1Tgf,14,24-662-826-1317,7059.15,FURNITURE,ar theodolites haggle quickly re
578,Customer#000000578,Eu61rqopcZsjqtE7OCBFZdyt4fx45DnXPAb6np,14,24-278-860-9263,6181.23,FURNITURE,"press instructions use sometimes regular, express pint"
579,Customer#000000579,S87Yu1zDt2Yz,0,10-374-175-6181,1924.96,MACHINERY, furiously. even pinto beans 
580,Customer#000000580,wBwbPRbyuVbd,11,21-444-589-3830,-181.63,BUILDING,l packages are. slyly special deposits cajole blithely around the fluffily s
581,Customer#000000581, R8CdS3M5xp I,24,34-415-978-2518,3242.10,MACHINERY,le carefully final accounts-- never pending foxes us
582,Customer#000000582,hAjUxdsy5gWVsnugqRGwOyDtrJVc23z,3,13-484-591-9280,4879.55,MACHINERY, ideas are furiously. dolphins 
583,Customer#000000583,"6XIUkyR0f1zwNDdCB3DiZMgalv,PXU5wf0ls",13,23-234-625-4041,3686.07,HOUSEHOLD,lyly express frays engage blithely carefully special 
584,Customer#000000584,"IMPgwCyEjy9R02m,AcHFZqcvXTb0SzHDKh1K",15,25-352-778-1041,8825.71,MACHINERY,"n, even accounts after the blithely quick packages "
585,Customer#000000585,"dqD1cB Uq01TT4o00,OGTpqAwi74U0O9kC9O3",16,26-397-693-4170,7820.26,MACHINERY,he even accounts. accounts haggle according to the
586,Customer#000000586,xkQqR4pyD0KFzvlK8Hfi4kFfmonYLFnS63vI,11,21-239-369-7791,5134.35,AUTOMOBILE,osely blithely regular packages. slyly re
587,Customer#000000587,iY6vCimasqd7yxpAuk5QLRI487b7B,6,16-585-233-5906,7077.79,AUTOMOBILE,. carefully unusual excuses sleep carefully final dugouts
588,Customer#000000588,NuR8GhTgrxf0GIZOzcTbL1fFiyalgh7a1BnZC8,17,27-988-546-2598,483.89,FURNITURE,usly express packages boost furiously along the pending courts. regular pinto be
589,Customer#000000589,8wN2dDKisnM rZ6uhmWPS97mdcELLEjCj,19,29-479-316-3576,1647.05,FURNITURE,"refully slow, special instructions. bold, regular ideas after the carefully brave requests boost ideas. deposits de"
590,Customer#000000590,XzjJJr14j2auh5s0h9KH5RiFgy0VViy7,8,18-734-215-6394,3993.54,MACHINERY,ourts sleep quickly quickly final packages. furiously silent dependencies impress quickly. final frets de
591,Customer#000000591,wkmTqEmyI3UOEoG3q,20,30-584-309-7885,6344.66,MACHINERY,xpress deposits. slyly ironic ideas haggle: daringly even requests after the quickly final ideas boost q
592,Customer#000000592,"  dcVkxZ,s,9xW ab60aC3slv3STVRwA1",24,34-832-574-7217,9712.75,BUILDING,"odolites cajole against the unusual platelets. courts cajole after the final, fluffy requests. blithel"
593,Customer#000000593,92tmfZDtyh4pPlMFezMoJIwqXZ685moPwks28,9,19-621-217-1535,233.51,AUTOMOBILE, foxes believe carefully. furiously even courts kindle fluffily. daringly regular requests
594,Customer#000000594, POg4GyLoqE3 Or2YT12oszjZtyN01KKQnRviezJ,9,19-286-925-8440,6518.42,HOUSEHOLD,egular asymptotes are carefully pending accounts. regular
595,Customer#000000595,"UaZTpROue0GI2YqwJDjka,bHL,ZS,zfsZ6",19,29-554-215-7805,4177.17,HOUSEHOLD, along the carefully silent foxes. fluffily iro
596,Customer#000000596,KCpta6YhOJGi4Lscl4Si0Eoi,5,15-484-811-5482,1722.88,MACHINERY, slyly unusual deposits. fluffily regular ideas are even deposits. permanently even deposits use. brav
597,Customer#000000597,oPw036ksFW4,15,25-687-952-9485,2443.52,AUTOMOBILE,s. enticing deposits haggle. requests haggle against the blithely final re
598,Customer#000000598,Siofl5l1QU,9,19-113-384-3847,3244.78,FURNITURE,y regular accounts according to the ironic requests haggle final instructions. blithely unusual decoys against
599,Customer#000000599,"MiwBsR,yF3r5HcqcG4dV1nI6,ocWMVeGLKcG3Bni",4,14-916-825-6916,6004.52,HOUSEHOLD,ackages after the accounts use blithely slyly quiet foxes: carefully silent accounts are slyly
600,Customer#000000600,"gcy5Hco0mx1,iYpaoA4L1g",12,22-675-907-7888,2003.44,HOUSEHOLD," accounts. blithely regular deposits nag final, slow accounts; blithely final packages cajole slyly"
601,Customer#000000601,cXrnw1UtFF8dEfRuyUd621b1HxeYOC5hN,1,11-104-635-9839,9768.21,BUILDING, ironic asymptotes nag alongside of the quietly regular instructions. furiously special requests promise s
602,Customer#000000602,eo tgjBkX41ln5Y,13,23-434-900-7213,8404.90,BUILDING,unusual packages wake after the furiously even pinto beans. fluffil
603,Customer#000000603,"olqi4JtA1,lsxlUr4o13YnOnuuioPXn4umv",19,29-629-573-6194,8161.13,AUTOMOBILE,"ronic, ironic dugouts affix slyly after the slyly final instructions. even platelets sleep blithely even re"
604,Customer#000000604,"Boazlnf1X4sJFEI1scjpP1kC,c1FXHQlxZH IHAm",21,31-757-951-9827,3195.96,HOUSEHOLD, quickly? furiously pending packages accordi
605,Customer#000000605,"bqu1,j3Kos7LdHzNaofLKRVjmJ",23,33-269-948-8039,-549.73,HOUSEHOLD,y regular accounts. accounts 
606,Customer#000000606,xpi6NUfH9hW 138ti7jixB1vppoFtyXjH r8FDL0,1,11-284-540-8460,9676.98,AUTOMOBILE,posits are blithely across the final theodolites. blithely pending instructions above the busily u
607,Customer#000000607,FUZJw3bq8ilEdhuU7x,24,34-601-151-4029,4038.45,FURNITURE,packages sleep slowly after the pinto beans. quickly express accounts affix reg
608,Customer#000000608,GxeiZiBL  jfomM8KsSGSSs,16,26-767-193-8671,2256.36,BUILDING,the foxes. carefully pending accounts sleep. busily even deposits wake furiously carefully unusual accounts. furiou
609,Customer#000000609,O8B6lGSi9SlJ,21,31-869-580-1707,3651.06,FURNITURE,e the always final requests cajole blithely regular
610,Customer#000000610,"mCS9LcAZGKtnr,",11,21-782-663-7023,3374.92,BUILDING," regular, quick requests. slyly ironic accounts integrate c"
611,Customer#000000611,nZNy4ljmTdAfLD8hfbl6,19,29-924-242-5243,4272.43,HOUSEHOLD,ckly daring waters cajole carefully. pending deposits maintain carefully. quickly regula
612,Customer#000000612,DdlACAkJAXRXvCmCVASu6n3,14,24-818-339-9984,7669.16,HOUSEHOLD, about the fluffily bold requests. furiously slow platelets haggle sl
613,Customer#000000613,rh70YV9PQD8NmjcqK74K,4,14-275-416-1669,6679.75,AUTOMOBILE,ly even deposits nag across the 
614,Customer#000000614,3gvMAkhL5CH,18,28-698-510-6194,9630.24,FURNITURE, above the furiously regular deposits. slyly ironic packages detect slyly
615,Customer#000000615,"VQi7QC2eAe,Lhagyhn,V3P0UlKH 4",2,12-639-391-3956,-482.48,BUILDING,tructions wake quickly pending accounts. quickly sile
616,Customer#000000616,uw6mTbtX6PVxkJbHxmhMdi,1,11-275-121-4443,6898.65,FURNITURE,endencies. carefully regular excu
617,Customer#000000617,jLHuPzX2WElx,14,24-527-532-7752,3625.93,HOUSEHOLD,quests. quickly even deposits about the blithely bold accounts 
618,Customer#000000618,ScWLJLyMaNulwoGAlE,0,10-675-573-1877,-932.38,HOUSEHOLD,"leep. requests breach along the quickly final accounts. final, pending theodolites among the care"
619,Customer#000000619,VPu dvaqrCNzTOeRYX9rWFnEidi97JxN,24,34-245-618-6317,2336.99,FURNITURE, packages haggle quickly regular exc
620,Customer#000000620,YsyvRhaAgkezIee1iZrULYL0xZbEVfKF8mMT1gZG,8,18-466-916-8135,5795.15,AUTOMOBILE,the slyly final sheaves. ideas sleep. regular platelets boost final ideas. blithe
621,Customer#000000621,jBlCUNYYo9JDGTWc6mbyK2RnhiD8McaEahW,17,27-667-987-3718,3164.28,HOUSEHOLD,s grow against the ironically sil
622,Customer#000000622,BN9j78D5LRdYIlelZznEZk8DFfYWyg5g,13,23-925-151-9771,5974.11,FURNITURE,"es among the even, final patter"
623,Customer#000000623,k3IlPSC4FKB13 hc6omhVs1ibvqeWEV,9,19-113-202-7085,7887.60,BUILDING,se around the ideas. accounts cajole blithely slyly ironic requests. b
624,Customer#000000624,"gZJkze uWpJdVni2kGT4fzpR,8WQK",4,14-558-935-8773,3907.11,MACHINERY,"ecial, regular platelets haggle alongside of the carefully unusual package"
625,Customer#000000625,ywKnmVMaYPiBWpGkt5NB32oS,13,23-789-801-2873,5744.89,FURNITURE,ding theodolites! ironic dolphins are quickly; unusual excuses 
626,Customer#000000626,"cnMmU,52YaSUMLxNvi1",5,15-540-121-5663,5447.12,FURNITURE,quickly ironic ideas. deposits will nag quickly slyly even requests. carefully stealthy r
627,Customer#000000627,"yclsr1Ie2I0Zgz ,XaYDqom7oC8B",15,25-811-790-3533,5826.68,FURNITURE,gular requests. ironic requests above the regular deposits are at the pending packages. regular theodoli
628,Customer#000000628,6s Q yVgPKPoX5,17,27-367-742-4090,4954.25,FURNITURE,ckages. fluffily special pinto beans sleep furiously. furiously bold r
629,Customer#000000629,"gM3kJ43ZElb,oA0UyQ4rAxw9j8BkXA1gG4",12,22-260-205-9116,5100.77,AUTOMOBILE, ironic theodolites. fluffily unusual accounts haggle slyly. pinto beans cajole instructions: furiously daring foxe
630,Customer#000000630,"4qvX4AqQrEz,nDcytOPZVfkRsQ6w,Wo3z8",24,34-396-743-8684,3649.05,HOUSEHOLD,quests x-ray. pinto beans across th
631,Customer#000000631,qtrfihX7PhVTzhfGBQCcp31JMy3,19,29-864-813-2575,2603.00,MACHINERY,s. quickly bold packages nag quickly among the attainments. carefully regular pains integrate a
632,Customer#000000632, 6FDIST 8gVnif,3,13-310-645-6928,-487.92,MACHINERY,ans sleep furiously about the regular packages. regular theodolites cajole about the carefully express reque
633,Customer#000000633,"0CKouENIZODnfGq606hhoe5,vz55QJpaQaQCr,e",2,12-450-116-1239,3385.52,HOUSEHOLD,y final requests might wake carefully slyly bold packages. final platelets boost slyly silent
634,Customer#000000634,"d,R7MIjhU6 sdLEB79rOFQFSsPz",20,30-997-704-1110,6397.58,FURNITURE,among the regular foxes. final ideas haggle blithely. carefully express dinos cajole quickly slyly regular
635,Customer#000000635,"myAI,72wssWUcw0iU0t8CV4mWxhY y3",2,12-399-186-7550,8216.79,AUTOMOBILE,", regular excuses according to the ironic"
636,Customer#000000636,"Ux Ec,s2TT5pbc4ETB3qscAoEYxBfRLcyfW6",7,17-420-712-5063,3660.47,FURNITURE,r pinto beans. furiously final deposits across the
637,Customer#000000637,ntTKWBYCjrbZwz,7,17-983-923-8985,7511.17,HOUSEHOLD,ckages cajole carefully pending pinto beans-- slyly pending dependencies are furiously: excuses boo
638,Customer#000000638,ut99CA1rjjt6ZthwdhvlUYNw66hrDeGsBgq4mP,24,34-102-347-8343,2258.40,HOUSEHOLD,refully slyly slow accounts. carefully regular theodolites above the furiously
639,Customer#000000639,TcIbjNLibCRF9H6DoivP4s,15,25-221-133-2233,4899.15,MACHINERY,ecial packages. deposits run perma
640,Customer#000000640,IXwH 0sD0BilkWKjcyo,2,12-702-315-6637,3025.84,HOUSEHOLD,. thin warthogs are furiously among the regular asymptotes. quickly f
641,Customer#000000641,LPiwlGotKjIHVdkU6,24,34-761-987-7777,339.49,AUTOMOBILE,"ound the ironic ideas dazzle after the unusual, unusual dependencies: furiously bold theodolites above the fin"
642,Customer#000000642,"V2ZKmk,KefK,tsFJBd9",22,32-925-597-9911,5684.01,AUTOMOBILE,ckly final gifts. blithely even
643,Customer#000000643,S7rYQxJLtlsba,0,10-978-597-2747,5184.70,FURNITURE,lithe instructions. blithely final deposits boost
644,Customer#000000644,"QL1 N2m,ajzeO0G xNc",18,28-489-845-4801,6183.15,HOUSEHOLD,"e regular excuses. foxes wake pending, pen"
645,Customer#000000645,j0gzC1i10qgY gWkJipZw944 vXrtCR1Flz,11,21-242-974-5799,1146.49,BUILDING,aters. carefully regular accounts
646,Customer#000000646,"LCKiSHvMnrZjU600,FPiC,646wFH8xN0g9Op",2,12-177-329-4316,6074.42,HOUSEHOLD,e furiously across the unusual theodolites. slyly unusual packages wake. slyly bold pi
647,Customer#000000647,ZpuT0UISTJWOQKo11psWSFtIsJfAaCo,1,11-873-931-2886,-132.97,BUILDING,"s deposits are slyly pending deposits. carefully ironic foxes haggle. requests sleep blithely regular, sp"
648,Customer#000000648,"C2o7ZdfnV2U pHHrgDL,gANrW,9o0,E0D7XDd4sR",7,17-473-731-8352,7029.24,FURNITURE,s. special accounts haggle ideas. blithely even requests sleep furiously after the regular requests. furiously f
649,Customer#000000649,nDy3fUelWF7,11,21-656-678-1337,9442.55,BUILDING, according to the fluffily unusual platelets sl
650,Customer#000000650,",JAv2OFnJQBDG9 DwPxFD,  nKh1K6t",5,15-842-586-1263,2086.91,AUTOMOBILE,accounts. silent requests are carefully evenly regular theodolites. carefully ironic ins
651,Customer#000000651,hT o7w7PX64RvqcVIJw2vvpcxiduVZ,9,19-610-541-4787,4716.31,HOUSEHOLD,"s affix. pending, fluffy deposits above the even deposits wake furiously carefully ironic requ"
652,Customer#000000652,"05Fdg C9ANI6R0Vsas0PLEVzvj0I,gL",20,30-254-389-5987,-919.65,AUTOMOBILE,ts poach quickly carefully bold asymptotes. fluffily regular foxes about
653,Customer#000000653,"GQ09cqbhWiZ2dsaw09BPq,z7cItwXls1pM4aIa",11,21-715-573-6928,7307.55,BUILDING,ts sleep. express packages hagg
654,Customer#000000654,jB0cJEEcMjyRbMs2pwvTrjhOpoc45C66hgzitq,16,26-416-434-3449,1067.04,AUTOMOBILE,quests boost. carefully ironic accounts boost furiously r
655,Customer#000000655,9OMIGutLL2gVc6iT lDqL 7Vm,14,24-916-820-5158,1724.68,FURNITURE,ngside of the requests. express deposits boost quickly.
656,Customer#000000656,"oM1bMPYgZ6,Lop9Z6FREEpdHgy3bO9PE",5,15-379-993-4446,-390.09,AUTOMOBILE,es promise fluffily furiously ironic ideas. furiously special packages haggle furiously above the slyly even f
657,Customer#000000657,"qB3aX PuSPp6,",19,29-952-164-8914,8729.97,FURNITURE,odolites. blithely ironic pinto beans impress slyly fluffily unusual multipliers! f
658,Customer#000000658,S8PCuly3IEFhKWRjt7X1z,1,11-675-750-9832,4716.68,HOUSEHOLD,ld instructions. unusual instructions against the carefully bold p
659,Customer#000000659,8J9REJcMNbyv5m1usrXefHjbvq,0,10-834-287-1466,5297.68,HOUSEHOLD,"ests lose blithely. deposits cajole blithely for the regular, final requests. express requests haggle bl"
660,Customer#000000660,2nWLBKtuPVCtm,0,10-987-901-3986,2110.30,MACHINERY,pending foxes. pending requests cajole furiously fur
661,Customer#000000661,",eA4xy95eVuVdF7,GQGvHM",4,14-983-203-6472,1735.44,HOUSEHOLD, accounts wake blithely. express dino
662,Customer#000000662, zrqKd pV5mxPfGsPzE7LPvYNOhn,0,10-728-355-4532,4517.33,BUILDING,s. silently final deposits against the furiously final 
663,Customer#000000663,"sLAfa5uj44pW,k6dK5wPXIN2nQmZkuPU",9,19-613-882-5677,9698.21,AUTOMOBILE,"re bravely. express, unusual theodolites around the special, final depo"
664,Customer#000000664,xI9MZcUjItgWf3B7Tjbvy,15,25-329-655-5068,8878.22,BUILDING, quickly into the slyly bold foxes. fu
665,Customer#000000665,mCRaKbzncbZSnXsa,22,32-759-858-2984,-616.79,BUILDING,ess accounts integrate furiously fluffily unusual accounts. slyly
666,Customer#000000666,OnXYaTGfUg5,2,12-594-508-9621,4538.54,AUTOMOBILE,ly dependencies. furiously final instructions boost carefully quiet fo
667,Customer#000000667,"DaAMmp0cnR4oZh3uczjAPBw,Lc6NbRNGVggQT,ya",6,16-917-453-2490,3288.76,AUTOMOBILE,ial instructions breach careful
668,Customer#000000668,"coEv,AUgGfI31zFIQPFh",15,25-582-501-2346,8184.21,FURNITURE,the special pinto beans. slyly silent foxes cajo
669,Customer#000000669,"RuNcXJQ5t248uDAEvo,BZnuUeEXFnnfB",10,20-471-280-4789,6019.20,MACHINERY,", final packages doze across the car"
670,Customer#000000670,ahyOfxU7HBv,2,12-839-426-4266,6738.93,BUILDING,ggle after the even Tiresias. carefully pending requests haggle ruthlessly. quickly ironic req
671,Customer#000000671,"JOUAkAy,KIq0jnmJpg00m2kj3bBO",21,31-593-213-9388,3227.87,FURNITURE,carefully regular courts sublate silent accounts. slyly ironic ideas
672,Customer#000000672,azASskiPA9apS5FLFNlF7VUH009dr,18,28-774-971-2700,7778.95,BUILDING,ffily slyly regular ideas. slyly regular foxes use. furiously unusual deposits breach. slyly ironic fo
673,Customer#000000673,"bY8RnD4UEaeVIa,rSnunV6udEc1Gt",4,14-769-230-8609,3942.58,MACHINERY,ckly above the regular deposits. theodolites cajole carefully. regular accounts cajole. eve
674,Customer#000000674,"lf1o6b yId8 bgNhr,cSV1l",5,15-543-819-4391,7889.64,BUILDING,d the ruthlessly regular packages. ironic ideas use above the carefully pending platelets. furiously ironic instr
675,Customer#000000675,PQDMvTGcs T9n7ENDAhcE,20,30-299-640-9565,5295.26,HOUSEHOLD,old accounts sleep blithely toward the
676,Customer#000000676,ishDnsGqXg8H72F,24,34-710-820-8362,5527.61,HOUSEHOLD,ven requests. furiously pending packages hinder according to the bold foxes. slyly even accounts sleep blith
677,Customer#000000677,1v7y4dc rrwA3Yzg0JTRFt7UDvkZmK3,3,13-398-309-9122,5582.63,AUTOMOBILE,"luffily. final, regular instructions a"
678,Customer#000000678,"qIatJ9BrCIoB00em5ut dve7S,,AIaGi8mbuM",9,19-508-735-4910,6302.93,AUTOMOBILE,"al notornis are slyly furiously even ideas. regular, bold accounts nag slyly a"
679,Customer#000000679,jhLZlG1fRiSE0 wDLOCguVB96dH6a5,10,20-146-696-9508,1394.44,AUTOMOBILE,oys. furiously silent pinto beans
680,Customer#000000680,"8xcdym5iiS89YayitFZF9VL,IRKQ44 pEZibC",12,22-593-663-2200,4366.23,AUTOMOBILE,ly unusual requests haggle blithely unusual instr
681,Customer#000000681,vSVDO8r4WZhmO6apyum0gnrIeecUHWkJWu,20,30-809-878-5822,235.53,MACHINERY,y bold deposits boost slyly among the deposits. quickly regular asymptotes above the care
682,Customer#000000682,"uVh,ji5iUeQrGW 47qbPvmRQv",15,25-233-924-7389,7420.60,AUTOMOBILE,ites. requests are blithely. 
683,Customer#000000683,"l,0rATOUwpuGBIfxOx8hg2wAm",6,16-566-251-5446,9120.93,MACHINERY,"o beans about the regular, special grouches are above the "
